/Users/wangtianduo/Desktop/Duckietown_SUTD_Branch/IMG/center_2019_02_11_19_26_13_687.jpg, /Users/wangtianduo/Desktop/Duckietown_SUTD_Branch/IMG/left_2019_02_11_19_26_13_687.jpg, /Users/wangtianduo/Desktop/Duckietown_SUTD_Branch/IMG/right_2019_02_11_19_26_13_687.jpg, 0, 0, 0, 7.819757E-05
/Users/wangtianduo/Desktop/Duckietown_SUTD_Branch/IMG/center_2019_02_11_19_26_13_806.jpg, /Users/wangtianduo/Desktop/Duckietown_SUTD_Branch/IMG/left_2019_02_11_19_26_13_806.jpg, /Users/wangtianduo/Desktop/Duckietown_SUTD_Branch/IMG/right_2019_02_11_19_26_13_806.jpg, 0, 0, 0, 7.890214E-05
/Users/wangtianduo/Desktop/Duckietown_SUTD_Branch/IMG/center_2019_02_11_19_26_13_918.jpg, /Users/wangtianduo/Desktop/Duckietown_SUTD_Branch/IMG/left_2019_02_11_19_26_13_918.jpg, /Users/wangtianduo/Desktop/Duckietown_SUTD_Branch/IMG/right_2019_02_11_19_26_13_918.jpg, 0, 0, 0, 7.815108E-05
/Users/wangtianduo/Desktop/Duckietown_SUTD_Branch/IMG/center_2019_02_11_19_26_14_021.jpg, /Users/wangtianduo/Desktop/Duckietown_SUTD_Branch/IMG/left_2019_02_11_19_26_14_021.jpg, /Users/wangtianduo/Desktop/Duckietown_SUTD_Branch/IMG/right_2019_02_11_19_26_14_021.jpg, 0, 0, 0, 7.796547E-05
/Users/wangtianduo/Desktop/Duckietown_SUTD_Branch/IMG/center_2019_02_11_19_26_14_121.jpg, /Users/wangtianduo/Desktop/Duckietown_SUTD_Branch/IMG/left_2019_02_11_19_26_14_121.jpg, /Users/wangtianduo/Desktop/Duckietown_SUTD_Branch/IMG/right_2019_02_11_19_26_14_121.jpg, 0, 0, 0, 7.79253E-05
/Users/wangtianduo/Desktop/Duckietown_SUTD_Branch/IMG/center_2019_02_11_19_26_14_225.jpg, /Users/wangtianduo/Desktop/Duckietown_SUTD_Branch/IMG/left_2019_02_11_19_26_14_225.jpg, /Users/wangtianduo/Desktop/Duckietown_SUTD_Branch/IMG/right_2019_02_11_19_26_14_225.jpg, 0, 0, 0, 7.82369E-05
/Users/wangtianduo/Desktop/Duckietown_SUTD_Branch/IMG/center_2019_02_11_19_26_14_339.jpg, /Users/wangtianduo/Desktop/Duckietown_SUTD_Branch/IMG/left_2019_02_11_19_26_14_339.jpg, /Users/wangtianduo/Desktop/Duckietown_SUTD_Branch/IMG/right_2019_02_11_19_26_14_339.jpg, 0, 0, 0, 7.801383E-05
/Users/wangtianduo/Desktop/Duckietown_SUTD_Branch/IMG/center_2019_02_11_19_26_14_452.jpg, /Users/wangtianduo/Desktop/Duckietown_SUTD_Branch/IMG/left_2019_02_11_19_26_14_452.jpg, /Users/wangtianduo/Desktop/Duckietown_SUTD_Branch/IMG/right_2019_02_11_19_26_14_452.jpg, 0, 0, 0, 7.847899E-05
/Users/wangtianduo/Desktop/Duckietown_SUTD_Branch/IMG/center_2019_02_11_19_26_14_561.jpg, /Users/wangtianduo/Desktop/Duckietown_SUTD_Branch/IMG/left_2019_02_11_19_26_14_561.jpg, /Users/wangtianduo/Desktop/Duckietown_SUTD_Branch/IMG/right_2019_02_11_19_26_14_561.jpg, 0, 0, 0, 7.784279E-05
/Users/wangtianduo/Desktop/Duckietown_SUTD_Branch/IMG/center_2019_02_11_19_26_14_682.jpg, /Users/wangtianduo/Desktop/Duckietown_SUTD_Branch/IMG/left_2019_02_11_19_26_14_682.jpg, /Users/wangtianduo/Desktop/Duckietown_SUTD_Branch/IMG/right_2019_02_11_19_26_14_682.jpg, 0, 0, 0, 7.82825E-05
